episode_cnt,recent_win_rate,avg_reward,avg_q_value,epsilon
100,0.0,12.907188702128877,2.2176684018065522,0.09984693226442483
200,0.02,24.14371934973601,2.2259931633732357,0.09967849293617505
300,0.0,25.878835723458664,2.229011234886272,0.09951990614015808
400,0.02,21.457914339856668,2.230975266087429,0.09935157638145761
500,0.02,23.073602147734963,2.236144156995586,0.0991929542220353
600,0.02,25.7146652154671,2.242502917250684,0.09903695722143599
700,0.02,20.01059562965008,2.248371476180913,0.09886057119655255
800,0.02,24.212569233365045,2.251167541614378,0.09867313645116592
900,0.02,31.042043101462195,2.255381654322012,0.09849825040169986
1000,0.06,42.66211322991954,2.2602482123406844,0.09833113736662831
1100,0.0,38.85168507985245,2.263264142615606,0.09818441887584471
1200,0.0,22.568451112283647,2.26072396315896,0.09803269892129121
1300,0.02,17.99790431702315,2.257176240389637,0.09788021013541984
1400,0.0,19.641576846086732,2.2555330602237325,0.09770239625326373
1500,0.0,20.91167162179887,2.254849665949677,0.09754858731883496
1600,0.04,9.33563951927862,2.2539548677742465,0.09736876149217423
1700,0.08,13.254993840079669,2.258062989274144,0.09717752741054031
1800,0.04,11.269736329937468,2.2625644585672307,0.09700573837030671
1900,0.0,13.199895635737466,2.2624940534215465,0.0968196224656376
2000,0.02,14.033573594142199,2.2626320302922265,0.09664627222930047
2100,0.0,19.42172926130868,2.263015006781209,0.09647746281117552
2200,0.0,18.87704646118152,2.2632774432808054,0.09631432243726384
2300,0.0,17.744437264981524,2.2670781470955066,0.09613592591483193
2400,0.0,24.989681719511005,2.268065090796123,0.09596563272588671
2500,0.0,18.25701340886245,2.26495167170755,0.09580043588272193
2600,0.0,17.890057750862447,2.263032874874917,0.09563124859969913
2700,0.0,9.856958242100124,2.2651914547009007,0.09548253821054646
2800,0.02,12.386963692998743,2.265306910659847,0.09534129043476597
2900,0.04,27.075100004305593,2.2727788915408222,0.09517407513706443
3000,0.04,33.67126662189137,2.2771075791499507,0.09502652704574374
3100,0.0,37.93515103462546,2.2792548324858806,0.09486331676100622
3200,0.02,28.775750094398866,2.2786819700241034,0.09470491358054735
3300,0.02,16.890995563768808,2.282174916083966,0.09455295373619993
3400,0.06,16.841705838783028,2.2827780424576534,0.09438621023953583
3500,0.04,16.534569493519445,2.2809614419035227,0.09422613968778815
3600,0.0,14.196467005358745,2.281291208030496,0.09405070807424638
3700,0.02,15.539000002204324,2.2804895043746485,0.09387819877824194
3800,0.0,26.731428180922247,2.283953736130562,0.09371846962943896
3900,0.0,29.057726743428603,2.2836638731869248,0.0935209648611514
4000,0.0,21.408628780073386,2.2853122408973254,0.09335100951476695
4100,0.0,17.817535985428297,2.282403281332875,0.0931842237395124
4200,0.06,17.29944947363008,2.2803871964176237,0.09301406647501347
4300,0.0,21.033819569153785,2.275700949836926,0.09283187246248283
4400,0.02,27.371110961015415,2.277029576174403,0.09267705601820037
4500,0.0,30.78239229435961,2.2758833617365535,0.09250252893608107
4600,0.0,16.536438656625144,2.276944062294816,0.0923438060443411
4700,0.0,18.645368131034708,2.2757025914520375,0.09219207605898894
4800,0.02,16.45419966767667,2.2765577372829586,0.09203154823489247
4900,0.04,19.748054629942903,2.2752288613612603,0.09188758096425527
5000,0.02,31.47368115083309,2.2766910373115077,0.09174296275574789
5100,0.04,18.895350238783028,2.2789052249039714,0.0915901042593051
5200,0.02,12.216689488280124,2.281391627806935,0.09142251049989976
5300,0.04,12.556503118222325,2.2811879110008553,0.09128777082391584
5400,0.02,12.943672172452386,2.281278272700376,0.09111140910728842
5500,0.06,16.657545297618867,2.279125059015649,0.09097221985277097
5600,0.0,28.463798860106735,2.2822890830446934,0.090821476550406
5700,0.06,47.89089290173106,2.290458156827939,0.09065596916156962
5800,0.04,47.32564900422542,2.292355137814083,0.09051041106097683
5900,0.08,49.187152634149605,2.2962521267527993,0.09035319088897058
6000,0.06,37.53837999526877,2.2961041612994624,0.09020783026657328
6100,0.04,28.52548441907651,2.2966794856296127,0.090072552396362
6200,0.02,32.98989272302519,2.300388855954133,0.0899553092650309
6300,0.08,45.264974333935655,2.304193052017044,0.08980754871933645
6400,0.0,39.46807861240898,2.304701288342014,0.08967112700070363
6500,0.0,29.305295258372308,2.307178140085582,0.08953592873986682
6600,0.02,19.254042774330184,2.3074515898537187,0.08939640627634543
6700,0.02,13.431977669682125,2.3069797726047034,0.08924339239030378
6800,0.0,12.436028155447103,2.3102229904587457,0.08908087215454306
6900,0.02,18.626489318433585,2.3132352891860246,0.08890345298386275
7000,0.0,25.541887359898997,2.312901652702712,0.08877779238284302
7100,0.0,27.567388217123273,2.3117625262353387,0.08866828154941712
7200,0.04,21.740192958921448,2.3147499152683655,0.08852534833521565
7300,0.08,26.97704098141774,2.3166782025781965,0.08836734339862097
7400,0.0,21.80554603975496,2.31400790088503,0.08823092567436304
7500,0.0,20.831934622779745,2.3128672576100673,0.08809156921597745
7600,0.02,20.659647518243325,2.314432473347045,0.0879545393503904
7700,0.0,21.463317647306905,2.310637158402795,0.08779017415080632
7800,0.0,18.223772500920248,2.3128003401592627,0.08763893236595213
7900,0.0,12.070238266690186,2.3134516063691044,0.08749386989530304
8000,0.04,11.67657804663955,2.317535783714058,0.0873585734694792
8100,0.06,20.273578444942455,2.316500921636785,0.0872129939051786
8200,0.0,13.972717365828812,2.3129973331364653,0.08706898908876849
8300,0.02,18.468327406835865,2.3132332703645115,0.08691236241538287
8400,0.0,20.62208366486593,2.314631433682823,0.08675305048946746
8500,0.02,30.10578251986993,2.3223511894624567,0.08661836259657685
8600,0.02,27.728496286273383,2.3247432259743026,0.08647579794718872
8700,0.06,24.582905427807805,2.3294321241294673,0.08635926823936499
8800,0.0,22.855587264205802,2.3326259346695277,0.08621524620808446
8900,0.06,18.012844309269386,2.3352238961950365,0.08607326757959184
9000,0.06,31.78544827117631,2.3362940887104435,0.08593071930445083
9100,0.04,34.51659397491673,2.3406747780269206,0.08577692080839695
9200,0.04,32.61942807022109,2.337824252143792,0.08563678584549898
9300,0.0,29.54511770484315,2.335855407872273,0.08548407762357038
9400,0.04,27.21126759007667,2.3367001089823627,0.08533635214895091
9500,0.0,17.586088943386482,2.3402711454436225,0.08521300660731441
9600,0.02,18.635216443666607,2.337138574020489,0.08508058207871662
9700,0.02,14.48601846387667,2.336868714845528,0.08496077520616778
9800,0.02,17.853496039618868,2.3350409960833174,0.08482027292826347
9900,0.0,24.55751245367171,2.3368018956080707,0.08467895297779446
10000,0.08,25.700343466102265,2.3397637102645055,0.08454513482423237
10100,0.0,12.269118713647101,2.3401594809142647,0.08442431745911162
10200,0.04,12.087629908798544,2.338796434721564,0.08430375283391879
10300,0.02,19.62868780055231,2.3365730640971383,0.08414284005972297
10400,0.04,29.7301137632425,2.331703013660338,0.0839872105188724
10500,0.0,32.429757184976914,2.33129326879201,0.08384440263005592
10600,0.02,29.404285239176915,2.3317852294834034,0.08370741229319445
10700,0.02,17.77775233637113,2.3402370944635686,0.08355045337266617
10800,0.0,9.797538573680944,2.3401264220487445,0.08341434369676362
10900,0.04,11.154825622574586,2.3367119450565097,0.08327478741800227
11000,0.02,0.980631454230062,2.331804150742466,0.08313963397193157
11100,0.0,11.346518368652884,2.3332398973926423,0.08298442845469532
11200,0.0,15.835884198595082,2.334110344143049,0.08285662307036894
11300,0.02,12.842497947538744,2.335085638909296,0.082738011790534
